accuracy,loss,val_accuracy,val_loss
0.1970674842596054,4.700692176818848,0.2189764529466629,4.200244426727295
0.26749321818351746,3.698021411895752,0.32133153080940247,3.388247489929199
0.4296875,2.7554006576538086,0.5249094367027283,2.4839749336242676
0.5788609385490417,2.0370936393737793,0.6014492511749268,2.1654770374298096
0.64504075050354,1.6120282411575317,0.6465126872062683,2.211606502532959
0.6986526250839233,1.3294823169708252,0.6546648740768433,2.219545364379883
0.7352808117866516,1.1095267534255981,0.66576087474823,2.293520927429199
0.7663609385490417,0.9508711099624634,0.6777626872062683,2.4136133193969727
0.787703812122345,0.833482027053833,0.6974637508392334,2.5732388496398926
0.8064424991607666,0.7514956593513489,0.6963315010070801,2.471440076828003
0.8307291865348816,0.6507353782653809,0.69089674949646,2.8559298515319824
