accuracy,loss,val_accuracy,val_loss
0.19106657803058624,6.954421520233154,0.20493659377098083,4.559829235076904
0.20193614065647125,4.366042137145996,0.21014492213726044,4.232651710510254
0.2237318903207779,4.00306510925293,0.2400362342596054,3.9063212871551514
0.24422554671764374,3.7112152576446533,0.2649456560611725,3.6965622901916504
0.26641756296157837,3.5017316341400146,0.3118206560611725,3.501910924911499
0.2997056245803833,3.298112154006958,0.35076993703842163,3.3823788166046143
0.3265964686870575,3.1421244144439697,0.36639493703842163,3.268714189529419
0.3449954688549042,2.9997591972351074,0.38111412525177,3.26188063621521
0.37471693754196167,2.8517990112304688,0.4166666567325592,3.1743240356445312
0.3971920311450958,2.730234384536743,0.43546196818351746,3.0855350494384766
0.4234035313129425,2.608869791030884,0.44633153080940247,3.0656890869140625
0.44350090622901917,2.5004472732543945,0.48097825050354004,3.067211866378784
0.46450406312942505,2.4128010272979736,0.4945652186870575,3.0764288902282715
0.4819406569004059,2.3215198516845703,0.49818840622901917,3.0724053382873535
0.5036798119544983,2.2356810569763184,0.5233242511749268,2.9536666870117188
0.5174366235733032,2.163709878921509,0.5375905632972717,3.094372272491455
0.5310235619544983,2.0923993587493896,0.5389492511749268,3.023224115371704
0.5495357513427734,2.0281851291656494,0.5427989363670349,3.1275460720062256
0.5659533739089966,1.9589385986328125,0.567255437374115,3.083615303039551
0.575067937374115,1.920209527015686,0.576766312122345,3.0009732246398926
0.5858242511749268,1.879016637802124,0.5783514380455017,3.017909526824951
0.5899569988250732,1.841007113456726,0.5681612491607666,3.1479475498199463
0.6134510636329651,1.7717207670211792,0.5978260636329651,3.1283435821533203
0.6179234385490417,1.7493146657943726,0.6003170013427734,3.148390293121338
0.625849187374115,1.7053169012069702,0.6005434989929199,3.275257110595703
0.6447576880455017,1.654754400253296,0.6071105003356934,3.262516736984253
0.649286687374115,1.630784034729004,0.6179800629615784,3.4130630493164062
0.6558536887168884,1.606658935546875,0.6055253744125366,3.443807601928711
0.6685914993286133,1.5690746307373047,0.617527186870575,3.4725983142852783
0.6780457496643066,1.5436447858810425,0.6041666865348816,3.40122652053833
