accuracy,loss,val_accuracy,val_loss
0.2113904058933258,4.594513416290283,0.3224637806415558,3.6141839027404785
0.375,3.056643009185791,0.4741847813129425,2.625319004058838
0.5114356875419617,2.2812492847442627,0.5701992511749268,2.244029998779297
0.6217164993286133,1.741085410118103,0.6191123127937317,2.0618982315063477
0.6758944988250732,1.4174602031707764,0.6306612491607666,2.104079484939575
0.7163723111152649,1.1763263940811157,0.6675724387168884,2.149808168411255
0.7647191882133484,0.9571887850761414,0.68410325050354,2.2189865112304688
0.7878170013427734,0.8397296667098999,0.6693840622901917,2.3767173290252686
0.8158401250839233,0.7133470177650452,0.7047101259231567,2.4872868061065674
0.8285778760910034,0.6466202735900879,0.6770833134651184,2.7004592418670654
0.8337862491607666,0.6256107091903687,0.7067481875419617,2.7940514087677
0.8431838750839233,0.5872543454170227,0.6913496255874634,3.002114772796631
0.8768116235733032,0.4568282961845398,0.6985960006713867,3.218099355697632
0.8784533739089966,0.4584856629371643,0.7024456262588501,3.151560068130493
