accuracy,loss,val_accuracy,val_loss
0.223505437374115,4.517768383026123,0.2828351557254791,3.7398664951324463
0.3467504382133484,3.2070186138153076,0.4424818754196167,2.7449393272399902
0.4945652186870575,2.3607778549194336,0.5357789993286133,2.3439223766326904
0.5982223749160767,1.8393564224243164,0.6023550629615784,2.1575241088867188
0.6567028760910034,1.5195785760879517,0.6460598111152649,1.9946945905685425
0.7072010636329651,1.232284665107727,0.633152186870575,2.2229697704315186
0.7329030632972717,1.0930798053741455,0.6759510636329651,2.328739881515503
0.7576992511749268,0.9656166434288025,0.7053894996643066,2.1774964332580566
0.7753623127937317,0.8597025275230408,0.7074275612831116,2.4640378952026367
0.7948369383811951,0.7661264538764954,0.7146739363670349,2.5693893432617188
0.7964786887168884,0.7481184005737305,0.7022191882133484,2.7959511280059814
0.8200860619544983,0.6401302218437195,0.7049366235733032,2.800445795059204
0.8239356875419617,0.6173263788223267,0.707880437374115,2.7061190605163574
0.8415987491607666,0.5476312637329102,0.717391312122345,2.976088523864746
0.8497508764266968,0.5033649206161499,0.7198822498321533,3.345083475112915
0.8618659377098083,0.47598227858543396,0.7124094367027283,3.2119204998016357
0.8657721877098083,0.4336146414279938,0.7207880616188049,3.2396254539489746
0.8748867511749268,0.41992494463920593,0.7146739363670349,3.406785249710083
0.8883605003356934,0.36067405343055725,0.7171648740768433,3.495373487472534
0.8853034377098083,0.37335798144340515,0.7203351259231567,3.6279523372650146
0.9067028760910034,0.2990119755268097,0.7137681245803833,3.819824695587158
0.9034759998321533,0.3026335537433624,0.7119565010070801,3.9249427318573
0.9116848111152649,0.28470391035079956,0.7244112491607666,3.9017975330352783
0.9247056245803833,0.24426178634166718,0.7094655632972717,4.130529403686523
0.921025812625885,0.2641097903251648,0.6911231875419617,4.104683876037598
0.9271965622901917,0.23527765274047852,0.7149003744125366,4.232297897338867
0.9297441244125366,0.2310265153646469,0.7058423757553101,4.387418746948242
0.9371036887168884,0.20729391276836395,0.7205616235733032,4.362582206726074
0.9402740001678467,0.1977245807647705,0.7160326242446899,4.803793430328369
0.9386888742446899,0.20148512721061707,0.7160326242446899,4.581594944000244
